ticket_id,category,priority,customer_segment,agent,status,created_date,resolved_date,resolution_time_hours,sla_status,created_month
TCK-2000,Billing,Medium,Individual,Priya,Pending,2026-01-02 11:00:00,2026-01-10 01:00:00,182.0,Breached,2026-01
TCK-2145,Billing,High,Smb,Amit,Resolved,2026-02-04 13:00:00,2026-02-07 19:00:00,78.0,Breached,2026-02
TCK-2076,Feature Request,High,Smb,Amit,Closed,2026-02-07 15:00:00,2026-02-08 21:00:00,30.0,Within SLA,2026-02
TCK-1706,General Inquiry,Low,Smb,Karan,Pending,2026-02-26 06:00:00,2026-03-04 06:00:00,144.0,Within SLA,2026-02
TCK-1479,Account Access,High,Enterprise,Amit,Closed,2026-01-30 16:00:00,2026-02-09 01:00:00,225.0,Breached,2026-01
TCK-1538,Billing,High,Individual,Neha,Pending,2026-05-27 12:00:00,2026-05-29 20:00:00,56.0,Breached,2026-05
TCK-1138,Technical,Low,Enterprise,Arjun,Resolved,2026-01-30 12:00:00,,,Open,2026-01
TCK-1447,Account Access,Medium,Smb,Karan,Resolved,2026-05-22 03:00:00,2026-05-28 15:00:00,156.0,Breached,2026-05
TCK-1549,Bug Report,Critical,Enterprise,Vikram,Closed,2026-01-04 10:00:00,2026-01-05 15:00:00,29.0,Breached,2026-01
TCK-1186,Account Access,High,Smb,Priya,Resolved,2026-01-11 00:00:00,,,Open,2026-01
TCK-2167,Technical,Low,Smb,Unassigned,Resolved,2026-02-27 06:00:00,2026-03-03 22:00:00,112.0,Within SLA,2026-02
TCK-1480,Bug Report,Low,Enterprise,Sana,Resolved,2026-07-13 10:00:00,2026-07-18 08:00:00,118.0,Within SLA,2026-07
TCK-2180,Technical,High,Enterprise,Vikram,Closed,2026-01-31 19:00:00,2026-02-04 18:00:00,95.0,Breached,2026-01
TCK-1726,Bug Report,Critical,Enterprise,Sana,Closed,2026-01-31 12:00:00,2026-02-09 15:00:00,219.0,Breached,2026-01
TCK-2188,Account Access,Low,Enterprise,Priya,Pending,2026-05-31 12:00:00,2026-06-01 10:00:00,22.0,Within SLA,2026-05
TCK-2170,Billing,Critical,Enterprise,Karan,Resolved,2026-04-01 11:00:00,2026-04-07 11:00:00,144.0,Breached,2026-04
TCK-1880,Technical,High,Individual,Neha,Resolved,2026-04-12 06:00:00,2026-04-21 18:00:00,228.0,Breached,2026-04
TCK-1328,Technical,Low,Enterprise,Vikram,Closed,2026-07-11 17:00:00,2026-07-16 16:00:00,119.0,Within SLA,2026-07
TCK-1318,Technical,Critical,Individual,Amit,Closed,2026-04-05 06:00:00,2026-04-13 15:00:00,201.0,Breached,2026-04
TCK-1871,Account Access,Low,Enterprise,Sana,Closed,2026-01-30 04:00:00,2026-02-01 06:00:00,50.0,Within SLA,2026-01
TCK-1620,General Inquiry,High,Enterprise,Karan,Closed,2026-05-29 15:00:00,2026-05-30 12:00:00,21.0,Within SLA,2026-05
TCK-1558,Technical,Low,Smb,Vikram,Closed,2026-06-04 10:00:00,2026-06-05 20:00:00,34.0,Within SLA,2026-06
TCK-1637,Technical,Low,Individual,Priya,Pending,2026-06-27 21:00:00,2026-07-01 08:00:00,83.0,Within SLA,2026-06
TCK-1829,Bug Report,High,Individual,Neha,Resolved,2026-03-01 12:00:00,2026-03-02 00:00:00,12.0,Within SLA,2026-03
TCK-1339,Technical,Low,Smb,Unassigned,Pending,2026-03-21 05:00:00,2026-03-22 05:00:00,24.0,Within SLA,2026-03
TCK-2073,Account Access,Medium,Smb,Priya,Pending,2026-01-14 02:00:00,2026-01-18 16:00:00,110.0,Breached,2026-01
TCK-1997,Technical,Low,Smb,Neha,Pending,2026-04-01 00:00:00,,,Open,2026-04
TCK-1149,Account Access,High,Enterprise,Karan,Open,2026-01-21 18:00:00,2026-01-31 13:00:00,235.0,Breached,2026-01
TCK-1981,Feature Request,Low,Smb,Sana,Resolved,2026-07-30 04:00:00,2026-08-07 14:00:00,202.0,Breached,2026-07
TCK-2150,Billing,High,Smb,Arjun,Resolved,2026-03-11 20:00:00,,,Open,2026-03
TCK-2118,Billing,Medium,Enterprise,Amit,Pending,2026-06-27 02:00:00,,,Open,2026-06
TCK-1793,Bug Report,Critical,Enterprise,Unassigned,Pending,2026-01-30 05:00:00,2026-02-07 03:00:00,190.0,Breached,2026-01
TCK-1247,Billing,Low,Smb,Vikram,Resolved,2026-05-09 22:00:00,2026-05-18 13:00:00,207.0,Breached,2026-05
TCK-1366,Technical,Critical,Smb,Priya,Pending,2026-03-10 23:00:00,2026-03-17 21:00:00,166.0,Breached,2026-03
TCK-1665,Account Access,Medium,Individual,Riya,Open,2026-02-04 14:00:00,2026-02-11 08:00:00,162.0,Breached,2026-02
TCK-1489,Account Access,High,Smb,Vikram,Pending,2026-05-21 08:00:00,2026-05-26 09:00:00,121.0,Breached,2026-05
TCK-1878,General Inquiry,High,Enterprise,Amit,Pending,2026-05-13 14:00:00,2026-05-21 05:00:00,183.0,Breached,2026-05
TCK-1846,Bug Report,Critical,Smb,Karan,Resolved,2026-06-22 05:00:00,2026-07-01 19:00:00,230.0,Breached,2026-06
TCK-2133,Billing,High,Individual,Amit,Resolved,2026-03-07 21:00:00,2026-03-11 19:00:00,94.0,Breached,2026-03
TCK-1599,Technical,Low,Individual,Arjun,Resolved,2026-02-06 22:00:00,2026-02-13 01:00:00,147.0,Within SLA,2026-02
TCK-1233,Feature Request,Low,Individual,Priya,Closed,2026-05-23 15:00:00,,,Open,2026-05
TCK-1791,Technical,Low,Smb,Neha,Closed,2026-02-04 00:00:00,2026-02-12 17:00:00,209.0,Breached,2026-02
TCK-1639,General Inquiry,Critical,Smb,Karan,Pending,2026-04-11 05:00:00,2026-04-12 09:00:00,28.0,Breached,2026-04
TCK-2155,Billing,Critical,Smb,Neha,Closed,2026-03-08 19:00:00,2026-03-17 23:00:00,220.0,Breached,2026-03
TCK-1433,General Inquiry,Low,Enterprise,Vikram,Pending,2026-05-12 02:00:00,2026-05-13 21:00:00,43.0,Within SLA,2026-05
TCK-1542,General Inquiry,Low,Smb,Priya,Closed,2026-06-22 23:00:00,2026-06-27 18:00:00,115.0,Within SLA,2026-06
TCK-1962,Bug Report,High,Enterprise,Sana,Open,2026-01-06 17:00:00,2026-01-11 06:00:00,109.0,Breached,2026-01
TCK-1159,Account Access,Medium,Smb,Amit,Closed,2026-01-08 10:00:00,2026-01-17 09:00:00,215.0,Breached,2026-01
TCK-1316,Account Access,Low,Smb,Riya,Closed,2026-03-24 07:00:00,2026-04-01 00:00:00,185.0,Breached,2026-03
TCK-1257,Account Access,Low,Enterprise,Unassigned,Open,2026-07-02 20:00:00,2026-07-07 00:00:00,100.0,Within SLA,2026-07
TCK-1792,Billing,High,Enterprise,Priya,Resolved,2026-04-22 20:00:00,2026-04-28 14:00:00,138.0,Breached,2026-04
TCK-1097,Account Access,High,Smb,Karan,Open,2026-04-15 20:00:00,2026-04-16 16:00:00,20.0,Within SLA,2026-04
TCK-1511,Account Access,Critical,Individual,Amit,Open,2026-03-01 02:00:00,2026-03-06 09:00:00,127.0,Breached,2026-03
TCK-1385,Technical,Low,Enterprise,Priya,Pending,2026-07-15 05:00:00,2026-07-23 09:00:00,196.0,Breached,2026-07
TCK-1178,Account Access,High,Individual,Sana,Open,2026-07-02 14:00:00,2026-07-11 06:00:00,208.0,Breached,2026-07
TCK-2078,Billing,High,Individual,Unassigned,Open,2026-04-07 06:00:00,2026-04-09 07:00:00,49.0,Breached,2026-04
TCK-1329,Billing,Low,Smb,Karan,Resolved,2026-02-20 12:00:00,2026-02-27 06:00:00,162.0,Within SLA,2026-02
TCK-1315,Technical,Low,Smb,Priya,Closed,2026-01-12 15:00:00,2026-01-22 11:00:00,236.0,Breached,2026-01
TCK-1416,Technical,High,Enterprise,Sana,Pending,2026-04-09 13:00:00,2026-04-19 08:00:00,235.0,Breached,2026-04
TCK-1358,Billing,Low,Smb,Neha,Resolved,2026-03-02 15:00:00,2026-03-06 21:00:00,102.0,Within SLA,2026-03
TCK-1348,Bug Report,Low,Smb,Karan,Resolved,2026-05-07 12:00:00,2026-05-11 13:00:00,97.0,Within SLA,2026-05
TCK-1531,Billing,High,Smb,Amit,Pending,2026-06-10 05:00:00,2026-06-16 04:00:00,143.0,Breached,2026-06
TCK-1299,Billing,Low,Smb,Unassigned,Closed,2026-07-18 04:00:00,2026-07-25 10:00:00,174.0,Breached,2026-07
TCK-1456,Technical,Low,Smb,Vikram,Closed,2026-01-02 16:00:00,2026-01-07 09:00:00,113.0,Within SLA,2026-01
TCK-1857,Account Access,Medium,Enterprise,Arjun,Resolved,2026-07-26 00:00:00,2026-08-01 17:00:00,161.0,Breached,2026-07
TCK-1842,Billing,Medium,Smb,Sana,Resolved,2026-06-11 06:00:00,2026-06-16 17:00:00,131.0,Breached,2026-06
TCK-1818,Technical,High,Enterprise,Vikram,Resolved,2026-03-18 09:00:00,2026-03-27 02:00:00,209.0,Breached,2026-03
TCK-1733,Feature Request,High,Smb,Amit,Resolved,2026-05-31 00:00:00,2026-06-04 01:00:00,97.0,Breached,2026-05
TCK-1832,Technical,Medium,Smb,Arjun,Pending,2026-06-18 17:00:00,2026-06-18 22:00:00,5.0,Within SLA,2026-06
TCK-1686,General Inquiry,High,Enterprise,Arjun,Closed,2026-02-02 14:00:00,2026-02-04 14:00:00,48.0,Within SLA,2026-02
TCK-1250,Feature Request,High,Individual,Karan,Resolved,2026-06-13 00:00:00,2026-06-13 22:00:00,22.0,Within SLA,2026-06
TCK-1016,Technical,Low,Smb,Karan,Resolved,2026-01-05 03:00:00,2026-01-14 12:00:00,225.0,Breached,2026-01
TCK-2035,Billing,Low,Individual,Karan,Resolved,2026-02-13 03:00:00,2026-02-16 04:00:00,73.0,Within SLA,2026-02
TCK-1902,Account Access,Low,Enterprise,Arjun,Pending,2026-05-07 13:00:00,2026-05-13 11:00:00,142.0,Within SLA,2026-05
TCK-1757,Technical,Low,Enterprise,Arjun,Pending,2026-05-13 22:00:00,2026-05-22 19:00:00,213.0,Breached,2026-05
TCK-1634,Billing,Low,Smb,Vikram,Resolved,2026-03-31 07:00:00,2026-04-03 00:00:00,65.0,Within SLA,2026-03
TCK-1361,General Inquiry,Critical,Enterprise,Neha,Resolved,2026-03-25 08:00:00,2026-04-04 03:00:00,235.0,Breached,2026-03
TCK-1203,Bug Report,Low,Enterprise,Neha,Pending,2026-06-30 04:00:00,2026-07-06 04:00:00,144.0,Within SLA,2026-06
TCK-1622,Account Access,Critical,Individual,Sana,Open,2026-07-19 00:00:00,2026-07-24 12:00:00,132.0,Breached,2026-07
TCK-1113,General Inquiry,Medium,Enterprise,Priya,Resolved,2026-03-19 15:00:00,,,Open,2026-03
TCK-1611,Technical,Medium,Individual,Sana,Pending,2026-05-17 09:00:00,2026-05-23 13:00:00,148.0,Breached,2026-05
TCK-1308,Account Access,Critical,Smb,Karan,Open,2026-05-11 06:00:00,2026-05-12 22:00:00,40.0,Breached,2026-05
TCK-1659,Technical,Low,Smb,Amit,Pending,2026-07-17 20:00:00,2026-07-20 19:00:00,71.0,Within SLA,2026-07
TCK-1423,Account Access,Low,Enterprise,Unassigned,Open,2026-04-08 12:00:00,2026-04-16 22:00:00,202.0,Breached,2026-04
TCK-1821,Bug Report,High,Enterprise,Amit,Pending,2026-05-24 16:00:00,2026-06-03 00:00:00,224.0,Breached,2026-05
TCK-1642,Bug Report,Critical,Enterprise,Karan,Resolved,2026-01-01 16:00:00,2026-01-09 22:00:00,198.0,Breached,2026-01
TCK-1460,Account Access,Low,Smb,Amit,Pending,2026-04-14 19:00:00,2026-04-21 15:00:00,164.0,Within SLA,2026-04
TCK-1663,Feature Request,Medium,Enterprise,Karan,Pending,2026-02-28 03:00:00,2026-03-01 05:00:00,26.0,Within SLA,2026-02
TCK-1638,Technical,Critical,Enterprise,Vikram,Resolved,2026-03-27 01:00:00,2026-04-04 18:00:00,209.0,Breached,2026-03
TCK-1450,General Inquiry,Low,Smb,Neha,Resolved,2026-04-29 16:00:00,2026-05-03 22:00:00,102.0,Within SLA,2026-04
TCK-1674,Technical,High,Enterprise,Arjun,Resolved,2026-07-12 08:00:00,2026-07-18 21:00:00,157.0,Breached,2026-07
TCK-1081,Technical,Low,Enterprise,Sana,Resolved,2026-01-30 17:00:00,2026-02-01 08:00:00,39.0,Within SLA,2026-01
TCK-1669,Billing,Critical,Smb,Priya,Pending,2026-02-08 18:00:00,2026-02-13 05:00:00,107.0,Breached,2026-02
TCK-1216,Billing,Medium,Smb,Vikram,Resolved,2026-05-12 10:00:00,,,Open,2026-05
TCK-2059,Bug Report,Medium,Individual,Priya,Resolved,2026-05-13 23:00:00,2026-05-19 13:00:00,134.0,Breached,2026-05
TCK-1031,General Inquiry,High,Smb,Karan,Closed,2026-05-25 03:00:00,,,Open,2026-05
TCK-1243,Technical,High,Smb,Riya,Resolved,2026-04-28 05:00:00,2026-05-02 00:00:00,91.0,Breached,2026-04
TCK-1667,Billing,Critical,Smb,Vikram,Resolved,2026-02-13 18:00:00,2026-02-22 21:00:00,219.0,Breached,2026-02
TCK-1210,Technical,Critical,Enterprise,Vikram,Open,2026-06-24 04:00:00,,,Open,2026-06
TCK-1570,General Inquiry,Medium,Enterprise,Amit,Resolved,2026-07-04 16:00:00,,,Open,2026-07
TCK-1436,Account Access,Low,Enterprise,Riya,Resolved,2026-04-15 12:00:00,2026-04-19 20:00:00,104.0,Within SLA,2026-04
TCK-2164,Technical,Low,Smb,Priya,Pending,2026-03-24 07:00:00,2026-04-01 22:00:00,207.0,Breached,2026-03
TCK-2131,Bug Report,Low,Enterprise,Sana,Closed,2026-04-01 15:00:00,2026-04-06 21:00:00,126.0,Within SLA,2026-04
TCK-1591,Account Access,High,Enterprise,Karan,Pending,2026-06-02 03:00:00,2026-06-10 04:00:00,193.0,Breached,2026-06
TCK-1404,Feature Request,High,Smb,Priya,Closed,2026-05-13 16:00:00,2026-05-20 07:00:00,159.0,Breached,2026-05
TCK-1917,General Inquiry,Low,Enterprise,Karan,Open,2026-04-25 12:00:00,2026-05-03 10:00:00,190.0,Breached,2026-04
TCK-1363,Billing,Medium,Individual,Priya,Resolved,2026-04-09 20:00:00,2026-04-16 08:00:00,156.0,Breached,2026-04
TCK-1272,Technical,High,Individual,Vikram,Resolved,2026-03-17 13:00:00,2026-03-18 11:00:00,22.0,Within SLA,2026-03
TCK-1467,Technical,Low,Enterprise,Karan,Resolved,2026-03-14 19:00:00,2026-03-19 04:00:00,105.0,Within SLA,2026-03
TCK-2105,Billing,High,Individual,Arjun,Closed,2026-07-19 10:00:00,2026-07-22 20:00:00,82.0,Breached,2026-07
TCK-1807,Technical,Critical,Individual,Neha,Resolved,2026-02-21 14:00:00,2026-03-01 19:00:00,197.0,Breached,2026-02
TCK-1278,Technical,High,Individual,Karan,Closed,2026-01-30 11:00:00,2026-02-04 09:00:00,118.0,Breached,2026-01
TCK-2103,General Inquiry,High,Enterprise,Unassigned,Closed,2026-03-06 18:00:00,2026-03-13 05:00:00,155.0,Breached,2026-03
TCK-2181,General Inquiry,Low,Enterprise,Riya,Closed,2026-01-24 18:00:00,,,Open,2026-01
TCK-1652,Feature Request,High,Enterprise,Neha,Open,2026-07-25 06:00:00,2026-08-02 22:00:00,208.0,Breached,2026-07
TCK-1725,General Inquiry,High,Smb,Riya,Pending,2026-03-17 21:00:00,2026-03-23 07:00:00,130.0,Breached,2026-03
TCK-1443,Bug Report,High,Individual,Vikram,Resolved,2026-06-21 02:00:00,2026-06-23 05:00:00,51.0,Breached,2026-06
TCK-1300,Technical,Critical,Smb,Vikram,Resolved,2026-04-23 11:00:00,2026-04-30 04:00:00,161.0,Breached,2026-04
TCK-1376,Account Access,Medium,Smb,Vikram,Resolved,2026-03-12 08:00:00,2026-03-21 21:00:00,229.0,Breached,2026-03
TCK-2057,Bug Report,Low,Enterprise,Neha,Pending,2026-07-26 04:00:00,,,Open,2026-07
TCK-1834,General Inquiry,Medium,Individual,Sana,Resolved,2026-03-07 02:00:00,,,Open,2026-03
TCK-1877,Billing,Medium,Smb,Arjun,Pending,2026-07-06 02:00:00,2026-07-14 13:00:00,203.0,Breached,2026-07
TCK-1473,Feature Request,Critical,Smb,Sana,Resolved,2026-02-26 11:00:00,,,Open,2026-02
TCK-2124,Feature Request,High,Enterprise,Vikram,Pending,2026-03-11 11:00:00,,,Open,2026-03
TCK-1389,Account Access,Medium,Smb,Priya,Resolved,2026-06-25 04:00:00,2026-07-04 19:00:00,231.0,Breached,2026-06
TCK-1023,Technical,Medium,Smb,Neha,Pending,2026-04-14 23:00:00,2026-04-24 04:00:00,221.0,Breached,2026-04
TCK-1565,Bug Report,High,Individual,Vikram,Pending,2026-07-13 06:00:00,,,Open,2026-07
TCK-1946,General Inquiry,Critical,Smb,Unassigned,Open,2026-04-05 14:00:00,2026-04-12 15:00:00,169.0,Breached,2026-04
TCK-1424,Technical,High,Individual,Vikram,Closed,2026-02-21 19:00:00,2026-03-03 00:00:00,221.0,Breached,2026-02
TCK-2113,Feature Request,Medium,Smb,Arjun,Resolved,2026-01-03 04:00:00,,,Open,2026-01
TCK-1772,Billing,Critical,Individual,Amit,Pending,2026-02-11 22:00:00,2026-02-13 04:00:00,30.0,Breached,2026-02
TCK-1700,Account Access,Low,Enterprise,Sana,Pending,2026-01-08 03:00:00,2026-01-13 10:00:00,127.0,Within SLA,2026-01
TCK-1143,Account Access,High,Smb,Karan,Open,2026-02-08 14:00:00,,,Open,2026-02
TCK-1051,Technical,Critical,Smb,Arjun,Pending,2026-05-23 07:00:00,2026-05-24 15:00:00,32.0,Breached,2026-05
TCK-1723,Bug Report,High,Enterprise,Priya,Resolved,2026-01-26 23:00:00,,,Open,2026-01
TCK-1789,Billing,Low,Smb,Amit,Pending,2026-04-22 17:00:00,,,Open,2026-04
TCK-1082,Bug Report,High,Individual,Sana,Resolved,2026-07-11 18:00:00,2026-07-16 11:00:00,113.0,Breached,2026-07
TCK-1483,Technical,Critical,Smb,Vikram,Open,2026-04-01 06:00:00,2026-04-04 03:00:00,69.0,Breached,2026-04
TCK-1322,General Inquiry,Medium,Enterprise,Riya,Pending,2026-04-28 23:00:00,,,Open,2026-04
TCK-1199,Billing,Critical,Smb,Riya,Resolved,2026-03-18 15:00:00,2026-03-22 14:00:00,95.0,Breached,2026-03
TCK-1747,Account Access,Low,Enterprise,Vikram,Pending,2026-01-24 07:00:00,2026-02-01 13:00:00,198.0,Breached,2026-01
TCK-2184,Technical,Critical,Individual,Sana,Closed,2026-05-20 06:00:00,2026-05-28 03:00:00,189.0,Breached,2026-05
TCK-1067,Bug Report,Low,Smb,Arjun,Resolved,2026-03-04 02:00:00,2026-03-08 22:00:00,116.0,Within SLA,2026-03
TCK-1996,Account Access,Low,Enterprise,Neha,Pending,2026-04-02 00:00:00,2026-04-05 13:00:00,85.0,Within SLA,2026-04
TCK-1610,Technical,Low,Enterprise,Neha,Pending,2026-05-07 20:00:00,2026-05-08 20:00:00,24.0,Within SLA,2026-05
TCK-1800,Bug Report,Medium,Smb,Amit,Resolved,2026-02-23 09:00:00,2026-02-24 08:00:00,23.0,Within SLA,2026-02
TCK-1418,Technical,High,Smb,Arjun,Resolved,2026-02-23 19:00:00,2026-03-03 03:00:00,176.0,Breached,2026-02
TCK-1770,Account Access,High,Enterprise,Neha,Resolved,2026-06-06 08:00:00,2026-06-11 00:00:00,112.0,Breached,2026-06
TCK-1065,Bug Report,Low,Enterprise,Amit,Closed,2026-05-10 20:00:00,2026-05-19 22:00:00,218.0,Breached,2026-05
TCK-2088,Billing,High,Smb,Priya,Open,2026-04-14 10:00:00,2026-04-19 02:00:00,112.0,Breached,2026-04
TCK-1971,General Inquiry,Medium,Enterprise,Riya,Pending,2026-05-27 04:00:00,,,Open,2026-05
TCK-1756,Account Access,High,Smb,Neha,Closed,2026-07-22 20:00:00,2026-07-27 03:00:00,103.0,Breached,2026-07
TCK-1492,General Inquiry,Low,Individual,Sana,Open,2026-07-26 00:00:00,2026-07-31 08:00:00,128.0,Within SLA,2026-07
TCK-1761,Billing,High,Smb,Amit,Pending,2026-01-23 11:00:00,2026-01-29 13:00:00,146.0,Breached,2026-01
TCK-1858,Bug Report,Low,Enterprise,Karan,Resolved,2026-07-30 10:00:00,2026-08-01 23:00:00,61.0,Within SLA,2026-07
TCK-2043,Account Access,Critical,Smb,Priya,Closed,2026-03-31 11:00:00,2026-04-09 17:00:00,222.0,Breached,2026-03
TCK-1619,Billing,Low,Smb,Arjun,Resolved,2026-03-10 13:00:00,2026-03-16 17:00:00,148.0,Within SLA,2026-03
TCK-2038,Bug Report,High,Enterprise,Karan,Resolved,2026-02-08 20:00:00,2026-02-10 10:00:00,38.0,Within SLA,2026-02
TCK-1297,Account Access,Low,Enterprise,Amit,Resolved,2026-06-24 14:00:00,,,Open,2026-06
TCK-1592,General Inquiry,High,Smb,Riya,Closed,2026-03-02 11:00:00,2026-03-05 17:00:00,78.0,Breached,2026-03
TCK-1420,Billing,High,Enterprise,Neha,Open,2026-05-14 03:00:00,,,Open,2026-05
TCK-1439,Account Access,High,Smb,Arjun,Resolved,2026-07-11 12:00:00,2026-07-20 14:00:00,218.0,Breached,2026-07
TCK-1262,Technical,Critical,Enterprise,Riya,Pending,2026-03-06 07:00:00,2026-03-11 14:00:00,127.0,Breached,2026-03
TCK-2077,Billing,Medium,Smb,Neha,Resolved,2026-06-12 14:00:00,2026-06-18 19:00:00,149.0,Breached,2026-06
TCK-1282,Bug Report,Critical,Enterprise,Karan,Resolved,2026-05-24 16:00:00,2026-05-29 01:00:00,105.0,Breached,2026-05
TCK-1738,General Inquiry,Medium,Enterprise,Neha,Resolved,2026-04-17 12:00:00,2026-04-23 00:00:00,132.0,Breached,2026-04
TCK-1735,General Inquiry,Medium,Individual,Sana,Resolved,2026-05-08 20:00:00,2026-05-17 06:00:00,202.0,Breached,2026-05
TCK-1189,Feature Request,Medium,Individual,Karan,Open,2026-07-03 10:00:00,2026-07-12 15:00:00,221.0,Breached,2026-07
TCK-2029,Billing,Critical,Enterprise,Unassigned,Resolved,2026-07-05 16:00:00,2026-07-13 17:00:00,193.0,Breached,2026-07
TCK-1252,Billing,Medium,Smb,Priya,Resolved,2026-05-25 21:00:00,,,Open,2026-05
TCK-1813,Bug Report,High,Individual,Priya,Closed,2026-04-25 20:00:00,2026-05-01 16:00:00,140.0,Breached,2026-04
TCK-1755,Account Access,Critical,Enterprise,Neha,Pending,2026-04-18 19:00:00,2026-04-24 16:00:00,141.0,Breached,2026-04
TCK-1515,Technical,High,Enterprise,Karan,Open,2026-04-10 21:00:00,2026-04-20 21:00:00,240.0,Breached,2026-04
TCK-1645,Billing,Critical,Smb,Priya,Resolved,2026-04-28 09:00:00,2026-04-30 07:00:00,46.0,Breached,2026-04
TCK-1488,Feature Request,Low,Enterprise,Sana,Closed,2026-06-26 00:00:00,,,Open,2026-06
TCK-1274,Technical,Low,Smb,Arjun,Resolved,2026-03-29 20:00:00,,,Open,2026-03
TCK-2027,Technical,High,Individual,Unassigned,Closed,2026-07-28 05:00:00,2026-08-02 11:00:00,126.0,Breached,2026-07
TCK-2117,Account Access,High,Enterprise,Vikram,Closed,2026-03-24 23:00:00,2026-03-25 23:00:00,24.0,Within SLA,2026-03
TCK-1449,Feature Request,Medium,Smb,Sana,Closed,2026-05-19 15:00:00,2026-05-21 06:00:00,39.0,Within SLA,2026-05
TCK-1412,Feature Request,Low,Individual,Vikram,Resolved,2026-02-12 15:00:00,2026-02-20 07:00:00,184.0,Breached,2026-02
TCK-2194,Billing,Low,Individual,Arjun,Open,2026-06-07 08:00:00,2026-06-14 09:00:00,169.0,Breached,2026-06
TCK-1779,Billing,Low,Smb,Priya,Open,2026-04-13 08:00:00,2026-04-21 14:00:00,198.0,Breached,2026-04
TCK-2089,Billing,Low,Enterprise,Unassigned,Resolved,2026-05-22 05:00:00,2026-05-24 10:00:00,53.0,Within SLA,2026-05
TCK-2023,Account Access,High,Enterprise,Riya,Open,2026-06-30 17:00:00,2026-07-02 04:00:00,35.0,Within SLA,2026-06
TCK-1150,General Inquiry,Low,Enterprise,Riya,Open,2026-05-24 12:00:00,2026-05-28 01:00:00,85.0,Within SLA,2026-05
TCK-1219,Technical,Critical,Smb,Arjun,Pending,2026-06-13 09:00:00,2026-06-15 18:00:00,57.0,Breached,2026-06
TCK-1780,Feature Request,High,Individual,Neha,Open,2026-06-15 20:00:00,2026-06-19 01:00:00,77.0,Breached,2026-06
TCK-1193,Bug Report,Low,Enterprise,Riya,Resolved,2026-05-30 11:00:00,,,Open,2026-05
TCK-1192,Billing,Low,Enterprise,Vikram,Closed,2026-05-12 14:00:00,2026-05-15 21:00:00,79.0,Within SLA,2026-05
TCK-1636,Billing,High,Enterprise,Sana,Pending,2026-06-28 05:00:00,2026-07-03 05:00:00,120.0,Breached,2026-06
TCK-1651,Billing,Critical,Smb,Vikram,Resolved,2026-06-06 05:00:00,2026-06-06 22:00:00,17.0,Within SLA,2026-06
TCK-2175,Billing,Medium,Enterprise,Riya,Open,2026-02-22 17:00:00,2026-02-26 06:00:00,85.0,Within SLA,2026-02
TCK-1975,Feature Request,High,Enterprise,Riya,Resolved,2026-02-01 16:00:00,2026-02-07 12:00:00,140.0,Breached,2026-02
TCK-1650,Billing,Medium,Enterprise,Karan,Pending,2026-06-08 01:00:00,2026-06-15 00:00:00,167.0,Breached,2026-06
TCK-2014,Account Access,High,Enterprise,Vikram,Resolved,2026-06-30 14:00:00,2026-07-01 10:00:00,20.0,Within SLA,2026-06
TCK-1769,Account Access,High,Individual,Sana,Open,2026-03-08 03:00:00,2026-03-09 12:00:00,33.0,Within SLA,2026-03
TCK-1583,Account Access,Medium,Smb,Amit,Pending,2026-06-05 10:00:00,2026-06-11 14:00:00,148.0,Breached,2026-06
TCK-1628,Account Access,Low,Enterprise,Priya,Pending,2026-05-28 23:00:00,2026-05-29 13:00:00,14.0,Within SLA,2026-05
TCK-2153,General Inquiry,Low,Smb,Amit,Resolved,2026-01-18 00:00:00,2026-01-27 10:00:00,226.0,Breached,2026-01
TCK-1324,Billing,Medium,Enterprise,Amit,Open,2026-01-20 06:00:00,2026-01-28 12:00:00,198.0,Breached,2026-01
TCK-2075,Technical,High,Individual,Unassigned,Pending,2026-07-20 19:00:00,2026-07-28 13:00:00,186.0,Breached,2026-07
TCK-1632,Technical,High,Smb,Arjun,Closed,2026-06-17 18:00:00,2026-06-26 00:00:00,198.0,Breached,2026-06
TCK-1930,Feature Request,Low,Smb,Priya,Open,2026-01-19 13:00:00,2026-01-29 09:00:00,236.0,Breached,2026-01
TCK-1715,Technical,High,Enterprise,Vikram,Pending,2026-06-28 18:00:00,2026-07-05 23:00:00,173.0,Breached,2026-06
TCK-1438,Feature Request,High,Enterprise,Vikram,Closed,2026-01-23 09:00:00,2026-01-28 02:00:00,113.0,Breached,2026-01
TCK-1875,Feature Request,High,Smb,Vikram,Resolved,2026-02-19 17:00:00,2026-02-23 17:00:00,96.0,Breached,2026-02
TCK-2092,Billing,Low,Enterprise,Karan,Resolved,2026-01-22 04:00:00,2026-01-29 00:00:00,164.0,Within SLA,2026-01
TCK-1342,Technical,High,Enterprise,Amit,Open,2026-05-31 03:00:00,2026-06-03 14:00:00,83.0,Breached,2026-05
TCK-1003,Bug Report,Low,Individual,Riya,Closed,2026-07-03 20:00:00,2026-07-08 08:00:00,108.0,Within SLA,2026-07
TCK-1230,Billing,Critical,Enterprise,Vikram,Resolved,2026-06-03 21:00:00,2026-06-04 10:00:00,13.0,Within SLA,2026-06
TCK-1703,General Inquiry,Medium,Smb,Neha,Resolved,2026-03-16 09:00:00,2026-03-26 09:00:00,240.0,Breached,2026-03
